Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12101031404,1400000US12101031404,1055,677,183,35,148,0,494,378
12101031404,1400000US12101031404,1082,704,183,35,148,0,521,378
12101031404,1400000US12101031404,333,230,34,10,24,0,196,103
12101031405,1400000US12101031405,433,263,47,8,39,0,216,170
12101031405,1400000US12101031405,426,256,40,8,32,0,216,170
12101031405,1400000US12101031405,426,256,40,8,32,0,216,170
12101031405,1400000US12101031405,400,230,25,8,17,0,205,170
12101031405,1400000US12101031405,400,230,25,8,17,0,205,170
12101031406,1400000US12101031406,1099,407,94,39,55,25,288,692
12101031406,1400000US12101031406,1071,392,94,39,55,10,288,679
12101031406,1400000US12101031406,1084,392,94,39,55,10,288,692
12101031406,1400000US12101031406,1032,392,94,39,55,10,288,640
12101031406,1400000US12101031406,1045,392,94,39,55,10,288,653
12101031407,1400000US12101031407,1031,401,8,0,8,0,393,630
12101031407,1400000US12101031407,1031,401,8,0,8,0,393,630
12101031407,1400000US12101031407,1031,401,8,0,8,0,393,630
12101031407,1400000US12101031407,1013,401,8,0,8,0,393,612
12101031407,1400000US12101031407,1013,401,8,0,8,0,393,612
12101031408,1400000US12101031408,967,469,70,22,48,0,399,498
12101031408,1400000US12101031408,967,469,70,22,48,0,399,498
12101031408,1400000US12101031408,967,469,70,22,48,0,399,498
12101031408,1400000US12101031408,967,469,70,22,48,0,399,498
12101031408,1400000US12101031408,967,469,70,22,48,0,399,498
12101031409,1400000US12101031409,1317,955,296,70,226,0,659,362
12101031409,1400000US12101031409,1241,892,285,59,226,0,607,349
12101031409,1400000US12101031409,1241,892,285,59,226,0,607,349
12101031409,1400000US12101031409,1177,845,263,37,226,0,582,332
12101031409,1400000US12101031409,1177,845,263,37,226,0,582,332
12101031409,1400000US12101031409,277,182,75,21,54,0,107,95
12101031409,1400000US12101031409,187,139,42,0,42,0,97,48
12101031503,1400000US12101031503,1151,704,158,53,105,0,546,447
12101031503,1400000US12101031503,1108,674,144,53,91,0,530,434
12101031503,1400000US12101031503,1108,674,144,53,91,0,530,434
12101031503,1400000US12101031503,1058,624,144,53,91,0,480,434
12101031503,1400000US12101031503,1058,624,144,53,91,0,480,434
12101031504,1400000US12101031504,595,455,214,32,182,6,235,140
12101031504,1400000US12101031504,578,438,214,32,182,6,218,140
12101031504,1400000US12101031504,578,438,214,32,182,6,218,140
12101031504,1400000US12101031504,578,438,214,32,182,6,218,140
12101031504,1400000US12101031504,578,438,214,32,182,6,218,140
12101031505,1400000US12101031505,1623,1331,285,68,217,0,1046,292
12101031505,1400000US12101031505,1542,1261,253,61,192,0,1008,281
12101031505,1400000US12101031505,1564,1272,253,61,192,0,1019,292
12101031505,1400000US12101031505,1517,1254,246,61,185,0,1008,263
12101031505,1400000US12101031505,1539,1265,246,61,185,0,1019,274
12101031505,1400000US12101031505,469,411,62,13,49,0,349,58
12101031505,1400000US12101031505,312,273,23,0,23,0,250,39
12101031506,1400000US12101031506,1115,797,204,26,178,0,593,318
12101031506,1400000US12101031506,1004,745,192,26,166,0,553,259
12101031506,1400000US12101031506,1025,745,192,26,166,0,553,280
12101031506,1400000US12101031506,915,667,153,26,127,0,514,248
12101031506,1400000US12101031506,936,667,153,26,127,0,514,269
12101031506,1400000US12101031506,273,223,37,0,37,0,186,50
12101031507,1400000US12101031507,2047,1571,552,73,479,48,971,476
12101031507,1400000US12101031507,2005,1544,537,73,464,48,959,461
12101031507,1400000US12101031507,2005,1544,537,73,464,48,959,461
12101031507,1400000US12101031507,1948,1528,537,73,464,48,943,420
12101031507,1400000US12101031507,1948,1528,537,73,464,48,943,420
12101031507,1400000US12101031507,298,242,44,15,29,0,198,56
12101031507,1400000US12101031507,551,458,181,13,168,0,277,93
12101031507,1400000US12101031507,378,347,132,0,132,28,187,31
12101031507,1400000US12101031507,358,191,70,0,70,0,121,167
12101031508,1400000US12101031508,1258,971,308,82,226,18,645,287
12101031508,1400000US12101031508,1192,905,308,82,226,18,579,287
12101031508,1400000US12101031508,1192,905,308,82,226,18,579,287
12101031508,1400000US12101031508,1150,863,295,82,213,18,550,287
12101031508,1400000US12101031508,1150,863,295,82,213,18,550,287
12101031508,1400000US12101031508,301,206,58,15,43,18,130,95
12101031508,1400000US12101031508,343,273,108,55,53,18,147,70
12101031601,1400000US12101031601,1610,911,212,77,135,0,699,699
12101031601,1400000US12101031601,1580,881,212,77,135,0,669,699
12101031601,1400000US12101031601,1580,881,212,77,135,0,669,699
12101031601,1400000US12101031601,1466,792,203,77,126,0,589,674
12101031601,1400000US12101031601,1466,792,203,77,126,0,589,674
12101031602,1400000US12101031602,1768,1428,408,70,338,29,991,340
12101031602,1400000US12101031602,1610,1306,375,70,305,29,902,304
12101031602,1400000US12101031602,1610,1306,375,70,305,29,902,304
12101031602,1400000US12101031602,212,205,55,11,44,0,150,7
12101031602,1400000US12101031602,1447,1150,333,59,274,29,788,297
12101031602,1400000US12101031602,1447,1150,333,59,274,29,788,297
12101031602,1400000US12101031602,374,349,103,23,80,0,246,25
12101031602,1400000US12101031602,252,200,108,0,108,0,92,52
12101031602,1400000US12101031602,303,284,86,28,58,0,198,19
12101031603,1400000US12101031603,1357,1308,425,175,250,0,883,49
12101031603,1400000US12101031603,1127,1106,304,97,207,0,802,21
12101031603,1400000US12101031603,1134,1113,304,97,207,0,809,21
12101031603,1400000US12101031603,487,477,176,76,100,0,301,10
12101031603,1400000US12101031603,243,233,71,30,41,0,162,10
12101031603,1400000US12101031603,711,700,170,36,134,0,530,11
12101031603,1400000US12101031603,718,707,170,36,134,0,537,11
12101031603,1400000US12101031603,416,406,134,61,73,0,272,10
12101031603,1400000US12101031603,416,406,134,61,73,0,272,10
12101031603,1400000US12101031603,212,212,81,0,81,0,131,0
12101031604,1400000US12101031604,1362,1132,337,75,262,20,775,230
12101031604,1400000US12101031604,1158,939,272,69,203,14,653,219
12101031604,1400000US12101031604,1164,945,278,75,203,14,653,219
12101031604,1400000US12101031604,957,786,223,55,168,14,549,171
12101031604,1400000US12101031604,963,792,229,61,168,14,549,171
12101031604,1400000US12101031604,247,190,33,0,33,14,143,57
12101031605,1400000US12101031605,1206,712,130,0,130,16,566,494
12101031605,1400000US12101031605,1148,672,108,0,108,16,548,476
12101031605,1400000US12101031605,1148,672,108,0,108,16,548,476
12101031605,1400000US12101031605,1008,547,91,0,91,16,440,461
12101031605,1400000US12101031605,1008,547,91,0,91,16,440,461
12101031701,1400000US12101031701,831,402,104,50,54,8,290,429
12101031701,1400000US12101031701,770,341,104,50,54,8,229,429
12101031701,1400000US12101031701,770,341,104,50,54,8,229,429
12101031701,1400000US12101031701,696,267,69,50,19,8,190,429
12101031701,1400000US12101031701,696,267,69,50,19,8,190,429
12101031703,1400000US12101031703,1124,633,72,17,55,0,561,491
12101031703,1400000US12101031703,1077,619,72,17,55,0,547,458
12101031703,1400000US12101031703,1110,619,72,17,55,0,547,491
12101031703,1400000US12101031703,1063,615,72,17,55,0,543,448
12101031703,1400000US12101031703,1096,615,72,17,55,0,543,481
12101031703,1400000US12101031703,200,128,0,0,0,0,128,72
12101031703,1400000US12101031703,185,85,6,0,6,0,79,100
12101031703,1400000US12101031703,233,125,0,0,0,0,125,108
12101031704,1400000US12101031704,2026,1590,233,65,168,26,1331,436
12101031704,1400000US12101031704,1933,1514,233,65,168,26,1255,419
12101031704,1400000US12101031704,1943,1524,233,65,168,26,1265,419
12101031704,1400000US12101031704,1858,1439,233,65,168,26,1180,419
12101031704,1400000US12101031704,1868,1449,233,65,168,26,1190,419
12101031704,1400000US12101031704,373,323,61,25,36,13,249,50
12101031704,1400000US12101031704,354,270,9,0,9,0,261,84
12101031704,1400000US12101031704,414,346,16,0,16,0,330,68
12101031705,1400000US12101031705,1588,1146,419,117,302,0,727,442
12101031705,1400000US12101031705,1502,1067,377,93,284,0,690,435
12101031705,1400000US12101031705,1502,1067,377,93,284,0,690,435
12101031705,1400000US12101031705,1492,1057,367,93,274,0,690,435
12101031705,1400000US12101031705,1492,1057,367,93,274,0,690,435
12101031705,1400000US12101031705,444,265,172,51,121,0,93,179
12101031705,1400000US12101031705,288,223,75,0,75,0,148,65
12101031705,1400000US12101031705,335,256,54,13,41,0,202,79
12101031706,1400000US12101031706,1292,797,190,68,122,10,597,495
12101031706,1400000US12101031706,1254,759,180,58,122,10,569,495
12101031706,1400000US12101031706,1254,759,180,58,122,10,569,495
12101031706,1400000US12101031706,1252,757,178,58,120,10,569,495
12101031706,1400000US12101031706,1252,757,178,58,120,10,569,495
12101031706,1400000US12101031706,234,127,45,22,23,10,72,107
12101031706,1400000US12101031706,230,112,22,7,15,0,90,118
12101031707,1400000US12101031707,1521,811,209,83,126,0,602,710
12101031707,1400000US12101031707,1458,768,184,83,101,0,584,690
12101031707,1400000US12101031707,1496,786,184,83,101,0,602,710
12101031707,1400000US12101031707,1404,714,164,63,101,0,550,690
12101031707,1400000US12101031707,1442,732,164,63,101,0,568,710
12101031708,1400000US12101031708,2169,1016,282,50,232,0,734,1153
12101031708,1400000US12101031708,2131,978,268,36,232,0,710,1153
12101031708,1400000US12101031708,2131,978,268,36,232,0,710,1153
12101031708,1400000US12101031708,2050,908,233,36,197,0,675,1142
12101031708,1400000US12101031708,2050,908,233,36,197,0,675,1142
12101031708,1400000US12101031708,502,234,96,0,96,0,138,268
12101031708,1400000US12101031708,472,298,26,16,10,0,272,174
12101031708,1400000US12101031708,474,180,21,0,21,0,159,294
12101031804,1400000US12101031804,1721,908,387,143,244,0,521,813
12101031804,1400000US12101031804,1592,779,258,14,244,0,521,813
12101031804,1400000US12101031804,1721,908,387,143,244,0,521,813
12101031804,1400000US12101031804,1581,768,258,14,244,0,510,813
12101031804,1400000US12101031804,1710,897,387,143,244,0,510,813
12101031804,1400000US12101031804,301,162,53,0,53,0,109,139
12101031805,1400000US12101031805,1366,874,334,14,320,0,540,492
12101031805,1400000US12101031805,1301,809,334,14,320,0,475,492
12101031805,1400000US12101031805,1366,874,334,14,320,0,540,492
12101031805,1400000US12101031805,1274,782,334,14,320,0,448,492
12101031805,1400000US12101031805,1339,847,334,14,320,0,513,492
12101031805,1400000US12101031805,416,328,113,14,99,0,215,88
12101031806,1400000US12101031806,1610,1121,168,46,122,0,953,489
12101031806,1400000US12101031806,1592,1103,168,46,122,0,935,489
12101031806,1400000US12101031806,1592,1103,168,46,122,0,935,489
12101031806,1400000US12101031806,1563,1074,168,46,122,0,906,489
12101031806,1400000US12101031806,1563,1074,168,46,122,0,906,489
12101031806,1400000US12101031806,395,218,40,0,40,0,178,177
12101031806,1400000US12101031806,369,284,20,0,20,0,264,85
12101031807,1400000US12101031807,986,307,45,18,27,0,262,679
12101031807,1400000US12101031807,986,307,45,18,27,0,262,679
12101031807,1400000US12101031807,986,307,45,18,27,0,262,679
12101031807,1400000US12101031807,986,307,45,18,27,0,262,679
12101031807,1400000US12101031807,986,307,45,18,27,0,262,679
12101031808,1400000US12101031808,589,476,24,0,24,19,433,113
12101031808,1400000US12101031808,589,476,24,0,24,19,433,113
12101031808,1400000US12101031808,589,476,24,0,24,19,433,113
12101031808,1400000US12101031808,537,424,24,0,24,19,381,113
12101031808,1400000US12101031808,537,424,24,0,24,19,381,113
12101031809,1400000US12101031809,815,539,174,45,129,13,352,276
12101031809,1400000US12101031809,763,487,135,20,115,0,352,276
12101031809,1400000US12101031809,788,512,160,45,115,0,352,276
12101031809,1400000US12101031809,763,487,135,20,115,0,352,276
12101031809,1400000US12101031809,788,512,160,45,115,0,352,276
12101031901,1400000US12101031901,993,526,218,41,177,12,296,467
12101031901,1400000US12101031901,976,521,213,41,172,12,296,455
12101031901,1400000US12101031901,976,521,213,41,172,12,296,455
12101031901,1400000US12101031901,946,510,213,41,172,12,285,436
12101031901,1400000US12101031901,946,510,213,41,172,12,285,436
12101031902,1400000US12101031902,1678,1189,279,45,234,0,910,489
12101031902,1400000US12101031902,1595,1141,265,45,220,0,876,454
12101031902,1400000US12101031902,1595,1141,265,45,220,0,876,454
12101031902,1400000US12101031902,1523,1094,265,45,220,0,829,429
12101031902,1400000US12101031902,1523,1094,265,45,220,0,829,429
12101031902,1400000US12101031902,300,209,40,0,40,0,169,91
12101031902,1400000US12101031902,296,200,51,0,51,0,149,96
12101031903,1400000US12101031903,1020,887,184,54,130,6,697,133
12101031903,1400000US12101031903,962,843,157,27,130,0,686,119
12101031903,1400000US12101031903,962,843,157,27,130,0,686,119
12101031903,1400000US12101031903,746,627,127,27,100,0,500,119
12101031903,1400000US12101031903,746,627,127,27,100,0,500,119
12101032001,1400000US12101032001,1383,1118,387,146,241,0,731,265
12101032001,1400000US12101032001,1280,1029,359,146,213,0,670,251
12101032001,1400000US12101032001,1285,1034,359,146,213,0,675,251
12101032001,1400000US12101032001,1158,907,307,109,198,0,600,251
12101032001,1400000US12101032001,1158,907,307,109,198,0,600,251
12101032001,1400000US12101032001,348,268,94,50,44,0,174,80
12101032005,1400000US12101032005,1594,1003,165,0,165,0,838,591
12101032005,1400000US12101032005,1541,967,165,0,165,0,802,574
12101032005,1400000US12101032005,1548,974,165,0,165,0,809,574
12101032005,1400000US12101032005,1505,967,165,0,165,0,802,538
12101032005,1400000US12101032005,1512,974,165,0,165,0,809,538
12101032005,1400000US12101032005,421,279,45,0,45,0,234,142
12101032006,1400000US12101032006,2143,1659,472,141,331,28,1159,484
12101032006,1400000US12101032006,1882,1433,354,113,241,28,1051,449
12101032006,1400000US12101032006,1967,1518,371,113,258,28,1119,449
12101032006,1400000US12101032006,172,110,76,46,30,13,21,62
12101032006,1400000US12101032006,1738,1351,306,95,211,15,1030,387
12101032006,1400000US12101032006,1823,1436,323,95,228,15,1098,387
12101032006,1400000US12101032006,280,215,60,0,60,0,155,65
12101032006,1400000US12101032006,359,319,56,13,43,0,263,40
12101032007,1400000US12101032007,887,518,165,95,70,0,353,369
12101032007,1400000US12101032007,849,480,165,95,70,0,315,369
12101032007,1400000US12101032007,879,510,165,95,70,0,345,369
12101032007,1400000US12101032007,775,466,165,95,70,0,301,309
12101032007,1400000US12101032007,805,496,165,95,70,0,331,309
12101032008,1400000US12101032008,1403,1125,469,131,338,0,656,278
12101032008,1400000US12101032008,1272,1001,419,116,303,0,582,271
12101032008,1400000US12101032008,1283,1012,419,116,303,0,593,271
12101032008,1400000US12101032008,1166,920,400,116,284,0,520,246
12101032008,1400000US12101032008,1177,931,400,116,284,0,531,246
12101032008,1400000US12101032008,200,170,94,33,61,0,76,30
12101032009,1400000US12101032009,2408,2062,682,139,543,15,1365,346
12101032009,1400000US12101032009,2233,1887,648,122,526,15,1224,346
12101032009,1400000US12101032009,2250,1904,665,122,543,15,1224,346
12101032009,1400000US12101032009,1971,1658,614,122,492,15,1029,313
12101032009,1400000US12101032009,1971,1658,614,122,492,15,1029,313
12101032009,1400000US12101032009,390,345,104,44,60,0,241,45
12101032009,1400000US12101032009,514,455,134,17,117,0,321,59
12101032009,1400000US12101032009,463,410,143,18,125,15,252,53
12101032010,1400000US12101032010,1000,848,152,0,152,0,696,152
12101032010,1400000US12101032010,831,679,121,0,121,0,558,152
12101032010,1400000US12101032010,831,679,121,0,121,0,558,152
12101032010,1400000US12101032010,691,595,105,0,105,0,490,96
12101032010,1400000US12101032010,691,595,105,0,105,0,490,96
12101032011,1400000US12101032011,1378,1218,602,112,490,9,607,160
12101032011,1400000US12101032011,1186,1057,516,72,444,9,532,129
12101032011,1400000US12101032011,1186,1057,516,72,444,9,532,129
12101032011,1400000US12101032011,1009,880,434,62,372,9,437,129
12101032011,1400000US12101032011,1009,880,434,62,372,9,437,129
12101032011,1400000US12101032011,182,182,91,52,39,0,91,0
12101032011,1400000US12101032011,223,200,146,19,127,0,54,23
12101032011,1400000US12101032011,136,119,8,0,8,0,111,17
12101032012,1400000US12101032012,560,518,128,21,107,0,390,42
12101032012,1400000US12101032012,482,459,92,7,85,0,367,23
12101032012,1400000US12101032012,482,459,92,7,85,0,367,23
12101032012,1400000US12101032012,317,317,62,7,55,0,255,0
12101032012,1400000US12101032012,317,317,62,7,55,0,255,0
12101032013,1400000US12101032013,1591,1191,345,54,291,0,846,400
12101032013,1400000US12101032013,1463,1063,283,54,229,0,780,400
12101032013,1400000US12101032013,1463,1063,283,54,229,0,780,400
12101032013,1400000US12101032013,1356,956,266,47,219,0,690,400
12101032013,1400000US12101032013,1356,956,266,47,219,0,690,400
12101032013,1400000US12101032013,245,172,27,0,27,0,145,73
12101032013,1400000US12101032013,437,297,22,0,22,0,275,140
12101032013,1400000US12101032013,288,218,66,0,66,0,152,70
12101032014,1400000US12101032014,1778,1526,387,108,279,0,1139,252
12101032014,1400000US12101032014,1514,1288,323,58,265,0,965,226
12101032014,1400000US12101032014,1538,1312,323,58,265,0,989,226
12101032014,1400000US12101032014,257,225,49,16,33,0,176,32
12101032014,1400000US12101032014,1323,1120,284,52,232,0,836,203
12101032014,1400000US12101032014,1337,1134,284,52,232,0,850,203
12101032014,1400000US12101032014,191,168,39,6,33,0,129,23
12101032014,1400000US12101032014,201,178,39,6,33,0,139,23
12101032014,1400000US12101032014,266,233,78,16,62,0,155,33
12101032014,1400000US12101032014,450,426,65,15,50,0,361,24
12101032103,1400000US12101032103,1121,955,314,136,178,0,641,166
12101032103,1400000US12101032103,792,641,186,109,77,0,455,151
12101032103,1400000US12101032103,833,682,213,136,77,0,469,151
12101032103,1400000US12101032103,742,591,186,109,77,0,405,151
12101032103,1400000US12101032103,783,632,213,136,77,0,419,151
12101032103,1400000US12101032103,139,126,52,0,52,0,74,13
12101032104,1400000US12101032104,1398,1170,314,61,253,58,798,228
12101032104,1400000US12101032104,1180,968,251,48,203,58,659,212
12101032104,1400000US12101032104,1213,985,268,48,220,58,659,228
