Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12031015700,1400000US12031015700,667,444,99,11,88,0,345,223
12031015700,1400000US12031015700,102,74,55,55,0,0,19,28
12031015700,1400000US12031015700,102,74,55,55,0,0,19,28
12031015700,1400000US12031015700,603,396,99,11,88,0,297,207
12031015700,1400000US12031015700,603,396,99,11,88,0,297,207
12031015700,1400000US12031015700,102,74,55,55,0,0,19,28
12031015700,1400000US12031015700,102,74,55,55,0,0,19,28
12031015801,1400000US12031015801,1932,1050,246,42,204,12,792,882
12031015801,1400000US12031015801,1853,1016,246,42,204,12,758,837
12031015801,1400000US12031015801,1871,1023,246,42,204,12,765,848
12031015801,1400000US12031015801,1798,977,246,42,204,12,719,821
12031015801,1400000US12031015801,1816,984,246,42,204,12,726,832
12031015801,1400000US12031015801,324,125,73,0,73,0,52,199
12031015801,1400000US12031015801,237,145,17,0,17,0,128,92
12031015801,1400000US12031015801,403,239,78,29,49,0,161,164
12031015802,1400000US12031015802,1350,997,189,63,126,17,791,353
12031015802,1400000US12031015802,957,637,162,46,116,0,475,320
12031015802,1400000US12031015802,962,642,167,51,116,0,475,320
12031015802,1400000US12031015802,311,293,12,12,0,0,281,18
12031015802,1400000US12031015802,311,293,12,12,0,0,281,18
12031015802,1400000US12031015802,871,573,162,46,116,0,411,298
12031015802,1400000US12031015802,876,578,167,51,116,0,411,298
12031015802,1400000US12031015802,311,293,12,12,0,0,281,18
12031015802,1400000US12031015802,311,293,12,12,0,0,281,18
12031015922,1400000US12031015922,335,171,60,0,60,14,97,164
12031015922,1400000US12031015922,313,154,60,0,60,14,80,159
12031015922,1400000US12031015922,313,154,60,0,60,14,80,159
12031015922,1400000US12031015922,313,154,60,0,60,14,80,159
12031015922,1400000US12031015922,313,154,60,0,60,14,80,159
12031015923,1400000US12031015923,1922,1456,322,123,199,12,1122,466
12031015923,1400000US12031015923,1651,1215,284,104,180,12,919,436
12031015923,1400000US12031015923,1651,1215,284,104,180,12,919,436
12031015923,1400000US12031015923,142,127,13,13,0,0,114,15
12031015923,1400000US12031015923,1515,1143,271,91,180,12,860,372
12031015923,1400000US12031015923,1515,1143,271,91,180,12,860,372
12031015923,1400000US12031015923,307,194,63,25,38,12,119,113
12031015923,1400000US12031015923,313,256,43,29,14,12,201,57
12031015924,1400000US12031015924,1243,781,218,57,161,0,563,462
12031015924,1400000US12031015924,1191,729,201,57,144,0,528,462
12031015924,1400000US12031015924,1191,729,201,57,144,0,528,462
12031015924,1400000US12031015924,1076,639,170,57,113,0,469,437
12031015924,1400000US12031015924,1076,639,170,57,113,0,469,437
12031015925,1400000US12031015925,259,133,37,0,37,0,96,126
12031015925,1400000US12031015925,222,107,37,0,37,0,70,115
12031015925,1400000US12031015925,222,107,37,0,37,0,70,115
12031015925,1400000US12031015925,222,107,37,0,37,0,70,115
12031015925,1400000US12031015925,222,107,37,0,37,0,70,115
12031015926,1400000US12031015926,811,617,121,33,88,15,481,194
12031015926,1400000US12031015926,612,474,65,21,44,15,394,138
12031015926,1400000US12031015926,621,483,74,21,53,15,394,138
12031015926,1400000US12031015926,601,463,65,21,44,15,383,138
12031015926,1400000US12031015926,610,472,74,21,53,15,383,138
12031016000,1400000US12031016000,1334,925,133,13,120,0,792,409
12031016000,1400000US12031016000,1166,763,102,13,89,0,661,403
12031016000,1400000US12031016000,1187,778,102,13,89,0,676,409
12031016000,1400000US12031016000,1119,732,102,13,89,0,630,387
12031016000,1400000US12031016000,1140,747,102,13,89,0,645,393
12031016100,1400000US12031016100,1509,1079,153,61,92,11,915,430
12031016100,1400000US12031016100,1185,843,122,46,76,11,710,342
12031016100,1400000US12031016100,1193,843,122,46,76,11,710,350
12031016100,1400000US12031016100,164,132,31,15,16,0,101,32
12031016100,1400000US12031016100,164,132,31,15,16,0,101,32
12031016100,1400000US12031016100,192,126,0,0,0,0,126,66
12031016100,1400000US12031016100,1097,804,122,46,76,11,671,293
12031016100,1400000US12031016100,1105,804,122,46,76,11,671,301
12031016100,1400000US12031016100,164,132,31,15,16,0,101,32
12031016100,1400000US12031016100,164,132,31,15,16,0,101,32
12031016200,1400000US12031016200,630,364,72,21,51,0,292,266
12031016200,1400000US12031016200,490,267,34,0,34,0,233,223
12031016200,1400000US12031016200,490,267,34,0,34,0,233,223
12031016200,1400000US12031016200,443,242,34,0,34,0,208,201
12031016200,1400000US12031016200,443,242,34,0,34,0,208,201
12031016300,1400000US12031016300,425,211,30,0,30,27,154,214
12031016300,1400000US12031016300,249,124,30,0,30,0,94,125
12031016300,1400000US12031016300,255,124,30,0,30,0,94,131
12031016300,1400000US12031016300,121,38,0,0,0,0,38,83
12031016300,1400000US12031016300,121,38,0,0,0,0,38,83
12031016300,1400000US12031016300,226,101,7,0,7,0,94,125
12031016300,1400000US12031016300,232,101,7,0,7,0,94,131
12031016300,1400000US12031016300,121,38,0,0,0,0,38,83
12031016300,1400000US12031016300,121,38,0,0,0,0,38,83
12031016400,1400000US12031016400,1579,986,250,52,198,0,736,593
12031016400,1400000US12031016400,1462,947,250,52,198,0,697,515
12031016400,1400000US12031016400,1490,975,250,52,198,0,725,515
12031016400,1400000US12031016400,1436,921,250,52,198,0,671,515
12031016400,1400000US12031016400,1464,949,250,52,198,0,699,515
12031016400,1400000US12031016400,494,321,118,19,99,0,203,173
12031016400,1400000US12031016400,184,136,43,0,43,0,93,48
12031016500,1400000US12031016500,1802,1101,319,52,267,0,782,701
12031016500,1400000US12031016500,1720,1038,276,52,224,0,762,682
12031016500,1400000US12031016500,1720,1038,276,52,224,0,762,682
12031016500,1400000US12031016500,1671,1002,253,41,212,0,749,669
12031016500,1400000US12031016500,1671,1002,253,41,212,0,749,669
12031016500,1400000US12031016500,439,293,66,0,66,0,227,146
12031016500,1400000US12031016500,319,200,32,15,17,0,168,119
12031016500,1400000US12031016500,241,182,10,10,0,0,172,59
12031016601,1400000US12031016601,656,528,131,65,66,0,397,128
12031016601,1400000US12031016601,575,447,120,54,66,0,327,128
12031016601,1400000US12031016601,575,447,120,54,66,0,327,128
12031016601,1400000US12031016601,0,0,0,0,0,0,0,0
12031016601,1400000US12031016601,12,12,0,0,0,0,12,0
12031016601,1400000US12031016601,502,389,120,54,66,0,269,113
12031016601,1400000US12031016601,502,389,120,54,66,0,269,113
12031016601,1400000US12031016601,0,0,0,0,0,0,0,0
12031016601,1400000US12031016601,12,12,0,0,0,0,12,0
12031016603,1400000US12031016603,1155,873,255,98,157,10,608,282
12031016603,1400000US12031016603,1018,746,223,66,157,10,513,272
12031016603,1400000US12031016603,1028,746,223,66,157,10,513,282
12031016603,1400000US12031016603,1018,746,223,66,157,10,513,272
12031016603,1400000US12031016603,1028,746,223,66,157,10,513,282
12031016604,1400000US12031016604,1447,975,299,32,267,45,631,472
12031016604,1400000US12031016604,1354,882,299,32,267,45,538,472
12031016604,1400000US12031016604,1388,916,299,32,267,45,572,472
12031016604,1400000US12031016604,1285,832,299,32,267,45,488,453
12031016604,1400000US12031016604,1303,850,299,32,267,45,506,453
12031016711,1400000US12031016711,1502,925,295,44,251,20,610,577
12031016711,1400000US12031016711,1483,906,295,44,251,20,591,577
12031016711,1400000US12031016711,1495,918,295,44,251,20,603,577
12031016711,1400000US12031016711,1438,874,287,44,243,20,567,564
12031016711,1400000US12031016711,1450,886,287,44,243,20,579,564
12031016711,1400000US12031016711,285,186,77,17,60,0,109,99
12031016711,1400000US12031016711,295,177,35,12,23,0,142,118
12031016711,1400000US12031016711,206,130,76,12,64,20,34,76
12031016722,1400000US12031016722,1713,1361,496,144,352,13,852,352
12031016722,1400000US12031016722,1460,1125,470,130,340,13,642,335
12031016722,1400000US12031016722,1472,1137,482,130,352,13,642,335
12031016722,1400000US12031016722,117,113,0,0,0,0,113,4
12031016722,1400000US12031016722,117,113,0,0,0,0,113,4
12031016722,1400000US12031016722,1334,1005,399,97,302,13,593,329
12031016722,1400000US12031016722,1334,1005,399,97,302,13,593,329
12031016722,1400000US12031016722,117,113,0,0,0,0,113,4
12031016722,1400000US12031016722,264,196,81,0,81,0,115,68
12031016722,1400000US12031016722,309,244,88,0,88,13,143,65
12031016724,1400000US12031016724,958,741,209,0,209,0,532,217
12031016724,1400000US12031016724,888,671,185,0,185,0,486,217
12031016724,1400000US12031016724,907,690,185,0,185,0,505,217
12031016724,1400000US12031016724,817,600,185,0,185,0,415,217
12031016724,1400000US12031016724,836,619,185,0,185,0,434,217
12031016725,1400000US12031016725,694,487,169,36,133,10,308,207
12031016725,1400000US12031016725,479,298,96,23,73,10,192,181
12031016725,1400000US12031016725,484,303,101,23,78,10,192,181
12031016725,1400000US12031016725,115,115,54,13,41,0,61,0
12031016725,1400000US12031016725,451,270,96,23,73,10,164,181
12031016725,1400000US12031016725,456,275,101,23,78,10,164,181
12031016725,1400000US12031016725,115,115,54,13,41,0,61,0
12031016726,1400000US12031016726,1006,746,91,19,72,11,644,260
12031016726,1400000US12031016726,948,696,91,19,72,11,594,252
12031016726,1400000US12031016726,998,746,91,19,72,11,644,252
12031016726,1400000US12031016726,937,696,91,19,72,11,594,241
12031016726,1400000US12031016726,987,746,91,19,72,11,644,241
12031016727,1400000US12031016727,655,577,226,50,176,0,351,78
12031016727,1400000US12031016727,634,556,226,50,176,0,330,78
12031016727,1400000US12031016727,634,556,226,50,176,0,330,78
12031016727,1400000US12031016727,618,556,226,50,176,0,330,62
12031016727,1400000US12031016727,618,556,226,50,176,0,330,62
12031016728,1400000US12031016728,1515,1262,206,25,181,15,1041,253
12031016728,1400000US12031016728,1183,981,184,18,166,15,782,202
12031016728,1400000US12031016728,1198,981,184,18,166,15,782,217
12031016728,1400000US12031016728,1108,927,184,18,166,15,728,181
12031016728,1400000US12031016728,1123,927,184,18,166,15,728,196
12031016729,1400000US12031016729,1426,1257,293,125,168,0,964,169
12031016729,1400000US12031016729,1232,1063,206,95,111,0,857,169
12031016729,1400000US12031016729,1244,1075,206,95,111,0,869,169
12031016729,1400000US12031016729,1232,1063,206,95,111,0,857,169
12031016729,1400000US12031016729,1244,1075,206,95,111,0,869,169
12031016729,1400000US12031016729,324,251,80,46,34,0,171,73
12031016801,1400000US12031016801,777,519,229,76,153,0,290,258
12031016801,1400000US12031016801,761,503,229,76,153,0,274,258
12031016801,1400000US12031016801,761,503,229,76,153,0,274,258
12031016801,1400000US12031016801,728,484,229,76,153,0,255,244
12031016801,1400000US12031016801,728,484,229,76,153,0,255,244
12031016803,1400000US12031016803,2378,1935,741,184,557,45,1149,443
12031016803,1400000US12031016803,2190,1804,720,184,536,17,1067,386
12031016803,1400000US12031016803,2202,1804,720,184,536,17,1067,398
12031016803,1400000US12031016803,2119,1733,708,184,524,17,1008,386
12031016803,1400000US12031016803,2131,1733,708,184,524,17,1008,398
12031016803,1400000US12031016803,445,342,109,44,65,0,233,103
12031016803,1400000US12031016803,441,324,125,0,125,17,182,117
12031016803,1400000US12031016803,345,316,134,21,113,17,165,29
12031016804,1400000US12031016804,2714,1981,635,105,530,0,1346,733
12031016804,1400000US12031016804,2538,1902,627,105,522,0,1275,636
12031016804,1400000US12031016804,2538,1902,627,105,522,0,1275,636
12031016804,1400000US12031016804,2472,1862,608,105,503,0,1254,610
12031016804,1400000US12031016804,2472,1862,608,105,503,0,1254,610
12031016804,1400000US12031016804,358,232,69,28,41,0,163,126
12031016804,1400000US12031016804,470,365,166,22,144,0,199,105
12031016804,1400000US12031016804,550,410,94,12,82,0,316,140
12031016805,1400000US12031016805,2157,1863,680,206,474,21,1162,294
12031016805,1400000US12031016805,1824,1530,577,196,381,21,932,294
12031016805,1400000US12031016805,1866,1572,619,196,423,21,932,294
12031016805,1400000US12031016805,1718,1424,552,190,362,21,851,294
12031016805,1400000US12031016805,1760,1466,594,190,404,21,851,294
12031016805,1400000US12031016805,311,240,68,0,68,0,172,71
12031016805,1400000US12031016805,391,346,102,50,52,0,244,45
12031016806,1400000US12031016806,3216,2625,657,216,441,66,1902,591
12031016806,1400000US12031016806,2805,2276,525,129,396,66,1685,529
12031016806,1400000US12031016806,2824,2295,544,148,396,66,1685,529
12031016806,1400000US12031016806,2714,2185,471,106,365,66,1648,529
12031016806,1400000US12031016806,2733,2204,490,125,365,66,1648,529
12031016806,1400000US12031016806,529,396,148,32,116,11,237,133
12031016806,1400000US12031016806,439,362,92,63,29,0,270,77
12031016806,1400000US12031016806,456,349,68,0,68,0,281,107
12031016807,1400000US12031016807,1070,903,135,62,73,0,768,167
12031016807,1400000US12031016807,1011,844,122,62,60,0,722,167
12031016807,1400000US12031016807,1011,844,122,62,60,0,722,167
12031016807,1400000US12031016807,909,742,122,62,60,0,620,167
12031016807,1400000US12031016807,909,742,122,62,60,0,620,167
12031016808,1400000US12031016808,727,555,95,22,73,18,442,172
12031016808,1400000US12031016808,717,545,95,22,73,18,432,172
12031016808,1400000US12031016808,717,545,95,22,73,18,432,172
12031016808,1400000US12031016808,667,495,95,22,73,18,382,172
12031016808,1400000US12031016808,667,495,95,22,73,18,382,172
12031017100,1400000US12031017100,846,639,251,60,191,8,380,207
12031017100,1400000US12031017100,717,520,198,38,160,0,322,197
12031017100,1400000US12031017100,717,520,198,38,160,0,322,197
12031017100,1400000US12031017100,55,45,0,0,0,8,37,10
12031017100,1400000US12031017100,55,45,0,0,0,8,37,10
12031017100,1400000US12031017100,707,510,198,38,160,0,312,197
12031017100,1400000US12031017100,707,510,198,38,160,0,312,197
12031017100,1400000US12031017100,55,45,0,0,0,8,37,10
12031017100,1400000US12031017100,55,45,0,0,0,8,37,10
12031017100,1400000US12031017100,123,81,18,0,18,0,63,42
12031017100,1400000US12031017100,188,155,44,8,36,0,111,33
12031017100,1400000US12031017100,135,105,51,0,51,0,54,30
12031017200,1400000US12031017200,190,120,27,12,15,0,93,70
12031017200,1400000US12031017200,141,102,27,12,15,0,75,39
12031017200,1400000US12031017200,141,102,27,12,15,0,75,39
12031017200,1400000US12031017200,37,6,0,0,0,0,6,31
12031017200,1400000US12031017200,37,6,0,0,0,0,6,31
12031017200,1400000US12031017200,37,6,0,0,0,0,6,31
12031017200,1400000US12031017200,37,6,0,0,0,0,6,31
12031017300,1400000US12031017300,1851,1127,164,16,148,24,939,724
12031017300,1400000US12031017300,1604,949,164,16,148,21,764,655
12031017300,1400000US12031017300,1617,962,164,16,148,21,777,655
12031017300,1400000US12031017300,189,139,0,0,0,3,136,50
12031017300,1400000US12031017300,189,139,0,0,0,3,136,50
12031017300,1400000US12031017300,1604,949,164,16,148,21,764,655
12031017300,1400000US12031017300,1617,962,164,16,148,21,777,655
12031017300,1400000US12031017300,189,139,0,0,0,3,136,50
12031017300,1400000US12031017300,189,139,0,0,0,3,136,50
12031017300,1400000US12031017300,244,129,37,0,37,0,92,115
12031017300,1400000US12031017300,222,141,36,0,36,0,105,81
12031017300,1400000US12031017300,269,139,3,0,3,0,136,130
12031017300,1400000US12031017300,214,104,18,0,18,12,74,110
12031017400,1400000US12031017400,395,244,73,58,15,5,166,151
12031017400,1400000US12031017400,359,244,73,58,15,5,166,115
12031017400,1400000US12031017400,359,244,73,58,15,5,166,115
12031017400,1400000US12031017400,359,244,73,58,15,5,166,115
12031017400,1400000US12031017400,359,244,73,58,15,5,166,115
12033000100,1400000US12033000100,339,179,22,12,10,14,143,160
12033000100,1400000US12033000100,234,128,22,12,10,14,92,106
12033000100,1400000US12033000100,251,145,22,12,10,14,109,106
12033000100,1400000US12033000100,234,128,22,12,10,14,92,106
12033000100,1400000US12033000100,251,145,22,12,10,14,109,106
12033000300,1400000US12033000300,694,514,67,24,43,10,437,180
12033000300,1400000US12033000300,430,328,67,24,43,0,261,102
12033000300,1400000US12033000300,443,330,67,24,43,0,263,113
12033000300,1400000US12033000300,202,159,0,0,0,0,159,43
12033000300,1400000US12033000300,225,169,0,0,0,10,159,56
12033000300,1400000US12033000300,425,328,67,24,43,0,261,97
12033000300,1400000US12033000300,438,330,67,24,43,0,263,108
12033000300,1400000US12033000300,202,159,0,0,0,0,159,43
12033000300,1400000US12033000300,225,169,0,0,0,10,159,56
12033000400,1400000US12033000400,418,263,11,0,11,0,252,155
12033000400,1400000US12033000400,326,180,11,0,11,0,169,146
12033000400,1400000US12033000400,326,180,11,0,11,0,169,146
12033000400,1400000US12033000400,320,180,11,0,11,0,169,140
12033000400,1400000US12033000400,320,180,11,0,11,0,169,140
12033000500,1400000US12033000500,597,343,40,17,23,0,303,254
12033000500,1400000US12033000500,364,192,40,17,23,0,152,172
12033000500,1400000US12033000500,364,192,40,17,23,0,152,172
12033000500,1400000US12033000500,315,143,40,17,23,0,103,172
12033000500,1400000US12033000500,315,143,40,17,23,0,103,172
12033000600,1400000US12033000600,413,162,11,0,11,0,151,251
12033000600,1400000US12033000600,299,114,6,0,6,0,108,185
12033000600,1400000US12033000600,299,114,6,0,6,0,108,185
12033000600,1400000US12033000600,299,114,6,0,6,0,108,185
12033000600,1400000US12033000600,299,114,6,0,6,0,108,185
12033000800,1400000US12033000800,1398,895,294,79,215,30,571,503
12033000800,1400000US12033000800,978,665,263,62,201,30,372,313
12033000800,1400000US12033000800,978,665,263,62,201,30,372,313
12033000800,1400000US12033000800,420,230,31,17,14,0,199,190
12033000800,1400000US12033000800,420,230,31,17,14,0,199,190
12033000800,1400000US12033000800,949,665,263,62,201,30,372,284
12033000800,1400000US12033000800,949,665,263,62,201,30,372,284
12033000800,1400000US12033000800,420,230,31,17,14,0,199,190
12033000800,1400000US12033000800,420,230,31,17,14,0,199,190
12033000900,1400000US12033000900,1009,694,321,100,221,51,322,315
12033000900,1400000US12033000900,929,671,321,100,221,51,299,258
12033000900,1400000US12033000900,929,671,321,100,221,51,299,258
12033000900,1400000US12033000900,914,671,321,100,221,51,299,243
12033000900,1400000US12033000900,914,671,321,100,221,51,299,243
12033001001,1400000US12033001001,2287,1398,353,77,276,18,1027,889
12033001001,1400000US12033001001,2208,1319,333,65,268,18,968,889
12033001001,1400000US12033001001,2223,1334,341,65,276,18,975,889
12033001001,1400000US12033001001,2152,1263,333,65,268,18,912,889
12033001001,1400000US12033001001,2167,1278,341,65,276,18,919,889
12033001001,1400000US12033001001,501,291,62,14,48,0,229,210
12033001001,1400000US12033001001,573,426,169,32,137,0,257,147
12033001001,1400000US12033001001,441,254,58,14,44,0,196,187
12033001002,1400000US12033001002,714,429,85,43,42,0,344,285
12033001002,1400000US12033001002,692,407,85,43,42,0,322,285
12033001002,1400000US12033001002,692,407,85,43,42,0,322,285
12033001002,1400000US12033001002,652,386,64,22,42,0,322,266
12033001002,1400000US12033001002,652,386,64,22,42,0,322,266
12033001101,1400000US12033001101,2039,1418,563,50,513,0,855,621
12033001101,1400000US12033001101,1947,1341,541,44,497,0,800,606
12033001101,1400000US12033001101,1947,1341,541,44,497,0,800,606
12033001101,1400000US12033001101,1947,1341,541,44,497,0,800,606
12033001101,1400000US12033001101,1947,1341,541,44,497,0,800,606
12033001101,1400000US12033001101,478,290,134,15,119,0,156,188
12033001101,1400000US12033001101,315,260,88,0,88,0,172,55
12033001103,1400000US12033001103,842,489,114,33,81,0,375,353
12033001103,1400000US12033001103,781,444,106,33,73,0,338,337
12033001103,1400000US12033001103,788,451,106,33,73,0,345,337
12033001103,1400000US12033001103,767,430,92,33,59,0,338,337
12033001103,1400000US12033001103,767,430,92,33,59,0,338,337
12033001104,1400000US12033001104,2196,1427,384,47,337,0,1043,769
12033001104,1400000US12033001104,1981,1292,317,47,270,0,975,689
12033001104,1400000US12033001104,1984,1292,317,47,270,0,975,692
12033001104,1400000US12033001104,1952,1279,304,47,257,0,975,673
12033001104,1400000US12033001104,1955,1279,304,47,257,0,975,676
12033001104,1400000US12033001104,448,312,89,18,71,0,223,136
12033001104,1400000US12033001104,408,342,103,0,103,0,239,66
12033001201,1400000US12033001201,792,512,139,0,139,0,373,280
12033001201,1400000US12033001201,689,409,116,0,116,0,293,280
12033001201,1400000US12033001201,704,424,116,0,116,0,308,280
12033001201,1400000US12033001201,80,80,15,0,15,0,65,0
12033001201,1400000US12033001201,80,80,15,0,15,0,65,0
12033001201,1400000US12033001201,668,397,104,0,104,0,293,271
12033001201,1400000US12033001201,683,412,104,0,104,0,308,271
12033001201,1400000US12033001201,80,80,15,0,15,0,65,0
12033001201,1400000US12033001201,80,80,15,0,15,0,65,0
12033001202,1400000US12033001202,803,435,131,19,112,5,299,368
12033001202,1400000US12033001202,700,369,114,6,108,5,250,331
12033001202,1400000US12033001202,700,369,114,6,108,5,250,331
12033001202,1400000US12033001202,682,351,114,6,108,5,232,331
12033001202,1400000US12033001202,682,351,114,6,108,5,232,331
12033001300,1400000US12033001300,1211,685,93,36,57,61,531,526
12033001300,1400000US12033001300,431,219,50,16,34,42,127,212
12033001300,1400000US12033001300,431,219,50,16,34,42,127,212
12033001300,1400000US12033001300,763,460,43,20,23,19,398,303
12033001300,1400000US12033001300,763,460,43,20,23,19,398,303
12033001300,1400000US12033001300,416,219,50,16,34,42,127,197
12033001300,1400000US12033001300,416,219,50,16,34,42,127,197
12033001300,1400000US12033001300,763,460,43,20,23,19,398,303
12033001300,1400000US12033001300,763,460,43,20,23,19,398,303
12033001401,1400000US12033001401,262,133,21,0,21,0,112,129
12033001401,1400000US12033001401,262,133,21,0,21,0,112,129
12033001401,1400000US12033001401,262,133,21,0,21,0,112,129
12033001401,1400000US12033001401,262,133,21,0,21,0,112,129
12033001401,1400000US12033001401,262,133,21,0,21,0,112,129
12033001401,1400000US12033001401,61,50,0,0,0,0,50,11
12033001402,1400000US12033001402,1584,822,153,27,126,10,659,762
12033001402,1400000US12033001402,1011,495,91,27,64,10,394,516
12033001402,1400000US12033001402,1086,510,91,27,64,10,409,576
12033001402,1400000US12033001402,368,203,32,0,32,0,171,165
12033001402,1400000US12033001402,375,210,32,0,32,0,178,165
12033001402,1400000US12033001402,918,421,91,27,64,10,320,497
12033001402,1400000US12033001402,926,429,91,27,64,10,328,497
12033001402,1400000US12033001402,368,203,32,0,32,0,171,165
12033001402,1400000US12033001402,368,203,32,0,32,0,171,165
12033001500,1400000US12033001500,256,66,0,0,0,0,66,190
12033001500,1400000US12033001500,244,54,0,0,0,0,54,190
12033001500,1400000US12033001500,244,54,0,0,0,0,54,190
12033001500,1400000US12033001500,244,54,0,0,0,0,54,190
12033001500,1400000US12033001500,244,54,0,0,0,0,54,190
12033001600,1400000US12033001600,330,217,0,0,0,0,217,113
12033001600,1400000US12033001600,9,9,0,0,0,0,9,0
12033001600,1400000US12033001600,9,9,0,0,0,0,9,0
12033001600,1400000US12033001600,288,175,0,0,0,0,175,113
12033001600,1400000US12033001600,321,208,0,0,0,0,208,113
12033001600,1400000US12033001600,9,9,0,0,0,0,9,0
12033001600,1400000US12033001600,9,9,0,0,0,0,9,0
12033001600,1400000US12033001600,288,175,0,0,0,0,175,113
12033001600,1400000US12033001600,321,208,0,0,0,0,208,113
12033001700,1400000US12033001700,487,212,66,7,59,0,146,275
12033001700,1400000US12033001700,263,85,29,7,22,0,56,178
12033001700,1400000US12033001700,280,85,29,7,22,0,56,195
12033001700,1400000US12033001700,199,127,37,0,37,0,90,72
12033001700,1400000US12033001700,199,127,37,0,37,0,90,72
12033001700,1400000US12033001700,251,73,17,7,10,0,56,178
12033001700,1400000US12033001700,268,73,17,7,10,0,56,195
12033001700,1400000US12033001700,199,127,37,0,37,0,90,72
12033001700,1400000US12033001700,199,127,37,0,37,0,90,72
12033001800,1400000US12033001800,365,119,16,0,16,0,103,246
12033001800,1400000US12033001800,190,56,8,0,8,0,48,134
12033001800,1400000US12033001800,175,63,8,0,8,0,55,112
12033001800,1400000US12033001800,175,63,8,0,8,0,55,112
12033001800,1400000US12033001800,190,56,8,0,8,0,48,134
12033001800,1400000US12033001800,175,63,8,0,8,0,55,112
12033001800,1400000US12033001800,175,63,8,0,8,0,55,112
12033001900,1400000US12033001900,486,337,25,13,12,23,289,149
12033001900,1400000US12033001900,183,87,0,0,0,0,87,96
12033001900,1400000US12033001900,203,107,0,0,0,20,87,96
12033001900,1400000US12033001900,174,87,0,0,0,0,87,87
12033001900,1400000US12033001900,194,107,0,0,0,20,87,87
12033002000,1400000US12033002000,298,172,12,0,12,3,157,126
12033002000,1400000US12033002000,209,127,0,0,0,3,124,82
12033002000,1400000US12033002000,209,127,0,0,0,3,124,82
12033002000,1400000US12033002000,209,127,0,0,0,3,124,82
12033002000,1400000US12033002000,209,127,0,0,0,3,124,82
12033002100,1400000US12033002100,873,471,77,9,68,0,394,402
12033002100,1400000US12033002100,716,346,64,9,55,0,282,370
12033002100,1400000US12033002100,736,346,64,9,55,0,282,390
12033002100,1400000US12033002100,102,90,0,0,0,0,90,12
12033002100,1400000US12033002100,102,90,0,0,0,0,90,12
12033002100,1400000US12033002100,716,346,64,9,55,0,282,370
12033002100,1400000US12033002100,736,346,64,9,55,0,282,390
12033002100,1400000US12033002100,102,90,0,0,0,0,90,12
12033002100,1400000US12033002100,102,90,0,0,0,0,90,12
12033002200,1400000US12033002200,822,508,98,10,88,0,410,314
12033002200,1400000US12033002200,747,450,98,10,88,0,352,297
12033002200,1400000US12033002200,753,456,98,10,88,0,358,297
12033002200,1400000US12033002200,57,40,0,0,0,0,40,17
12033002200,1400000US12033002200,57,40,0,0,0,0,40,17
12033002200,1400000US12033002200,747,450,98,10,88,0,352,297
12033002200,1400000US12033002200,753,456,98,10,88,0,358,297
12033002200,1400000US12033002200,57,40,0,0,0,0,40,17
12033002200,1400000US12033002200,57,40,0,0,0,0,40,17
12033002300,1400000US12033002300,1565,876,168,52,116,0,708,689
12033002300,1400000US12033002300,1511,831,168,52,116,0,663,680
12033002300,1400000US12033002300,1511,831,168,52,116,0,663,680
12033002300,1400000US12033002300,1427,786,123,52,71,0,663,641
12033002300,1400000US12033002300,1427,786,123,52,71,0,663,641
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002400,1400000US12033002400,0,0,0,0,0,0,0,0
12033002500,1400000US12033002500,818,601,163,70,93,0,438,217
12033002500,1400000US12033002500,794,594,163,70,93,0,431,200
12033002500,1400000US12033002500,794,594,163,70,93,0,431,200
12033002500,1400000US12033002500,778,578,163,70,93,0,415,200
12033002500,1400000US12033002500,778,578,163,70,93,0,415,200
12033002601,1400000US12033002601,733,509,80,0,80,35,394,224
12033002601,1400000US12033002601,672,448,45,0,45,35,368,224
12033002601,1400000US12033002601,672,448,45,0,45,35,368,224
12033002601,1400000US12033002601,672,448,45,0,45,35,368,224
12033002601,1400000US12033002601,672,448,45,0,45,35,368,224
12033002602,1400000US12033002602,425,302,49,13,36,0,253,123
